,sentence_0,sentence_1,score,dataset_name,tokens_0,tokens_1,lemmas_0,lemmas_1,sentence_lemmas_0,sentence_lemmas_1
486,But the inadequate performance of students in various subgroups tagged the state as deficient under the federal No Child Left Behind act.,"But the inadequate performance of students in various subgroups, such as race, pushed the state onto the needs-improvement list under the federal No Child Left Behind Act.",4.0,MSRpar,"['But', 'the', 'inadequate', 'performance', 'of', 'students', 'in', 'various', 'subgroups', 'tagged', 'the', 'state', 'as', 'deficient', 'under', 'the', 'federal', 'No', 'Child', 'Left', 'Behind', 'act']","['But', 'the', 'inadequate', 'performance', 'of', 'students', 'in', 'various', 'subgroups', 'such', 'as', 'race', 'pushed', 'the', 'state', 'onto', 'the', 'needs-improvement', 'list', 'under', 'the', 'federal', 'No', 'Child', 'Left', 'Behind', 'Act']","['but', 'the', 'inadequate', 'performance', 'of', 'student', 'in', 'various', 'subgroup', 'tag', 'the', 'state', 'as', 'deficient', 'under', 'the', 'federal', 'no', 'child', 'leave', 'behind', 'act']","['but', 'the', 'inadequate', 'performance', 'of', 'student', 'in', 'various', 'subgroup', 'such', 'as', 'race', 'push', 'the', 'state', 'onto', 'the', 'needs-improvement', 'list', 'under', 'the', 'federal', 'no', 'child', 'leave', 'behind', 'act']",but the inadequate performance of student in various subgroup tag the state as deficient under the federal no child leave behind act,but the inadequate performance of student in various subgroup such as race push the state onto the needs-improvement list under the federal no child leave behind act
487,"This led to the recovery of the 270-kilogram Cancuen altar, announced on Wednesday by the Vanderbilt University in Nashville and the National Geographic Society.","This led last month to the recovery of the 600-pound Cancun altar, Vanderbilt University in Nashville and the National Geographic Society announced Wednesday.",3.25,MSRpar,"['This', 'led', 'to', 'the', 'recovery', 'of', 'the', '270-kilogram', 'Cancuen', 'altar', 'announced', 'on', 'Wednesday', 'by', 'the', 'Vanderbilt', 'University', 'in', 'Nashville', 'and', 'the', 'National', 'Geographic', 'Society']","['This', 'led', 'last', 'month', 'to', 'the', 'recovery', 'of', 'the', '600-pound', 'Cancun', 'altar', 'Vanderbilt', 'University', 'in', 'Nashville', 'and', 'the', 'National', 'Geographic', 'Society', 'announced', 'Wednesday']","['this', 'lead', 'to', 'the', 'recovery', 'of', 'the', '270-kilogram', 'cancuen', 'altar', 'announce', 'on', 'wednesday', 'by', 'the', 'vanderbilt', 'university', 'in', 'nashville', 'and', 'the', 'national', 'geographic', 'society']","['this', 'lead', 'last', 'month', 'to', 'the', 'recovery', 'of', 'the', '600-pound', 'cancun', 'altar', 'vanderbilt', 'university', 'in', 'nashville', 'and', 'the', 'national', 'geographic', 'society', 'announce', 'wednesday']",this lead to the recovery of the 270-kilogram cancuen altar announce on wednesday by the vanderbilt university in nashville and the national geographic society,this lead last month to the recovery of the 600-pound cancun altar vanderbilt university in nashville and the national geographic society announce wednesday
488,Shares of Allergan fell 14 cents to close at $78.12 on the New York Stock Exchange (news - web sites).,Shares of Allergan were up 14 cents at $78.40 in late trading on the New York Stock Exchange.,3.25,MSRpar,"['Shares', 'of', 'Allergan', 'fell', '14', 'cents', 'to', 'close', 'at', '78.12', 'on', 'the', 'New', 'York', 'Stock', 'Exchange', 'news', 'web', 'sites']","['Shares', 'of', 'Allergan', 'were', 'up', '14', 'cents', 'at', '78.40', 'in', 'late', 'trading', 'on', 'the', 'New', 'York', 'Stock', 'Exchange']","['share', 'of', 'allergan', 'fell', '14', 'cent', 'to', 'close', 'at', '78.12', 'on', 'the', 'new', 'york', 'stock', 'exchange', 'news', 'web', 'site']","['share', 'of', 'allergan', 'be', 'up', '14', 'cent', 'at', '78.40', 'in', 'late', 'trading', 'on', 'the', 'new', 'york', 'stock', 'exchange']",share of allergan fell 14 cent to close at 78.12 on the new york stock exchange news web site,share of allergan be up 14 cent at 78.40 in late trading on the new york stock exchange
489,"The upcoming second-quarter earnings season will be particularly important in offering investors guidance, they say.",They say second-quarter earnings reports will be key in giving investors that guidance.,5.0,MSRpar,"['The', 'upcoming', 'second-quarter', 'earnings', 'season', 'will', 'be', 'particularly', 'important', 'in', 'offering', 'investors', 'guidance', 'they', 'say']","['They', 'say', 'second-quarter', 'earnings', 'reports', 'will', 'be', 'key', 'in', 'giving', 'investors', 'that', 'guidance']","['the', 'upcoming', 'second-quarter', 'earnings', 'season', 'will', 'be', 'particularly', 'important', 'in', 'offer', 'investor', 'guidance', 'they', 'say']","['they', 'say', 'second-quarter', 'earnings', 'report', 'will', 'be', 'key', 'in', 'give', 'investor', 'that', 'guidance']",the upcoming second-quarter earnings season will be particularly important in offer investor guidance they say,they say second-quarter earnings report will be key in give investor that guidance
490,"In a not-too-subtle swipe at Dean, he predicted Americans would not elect a Democrat ""who sounds an uncertain trumpet in these dangerous times.""","They will not elect as president a Democrat who sounds an uncertain trumpet in these dangerous times.""",3.5,MSRpar,"['In', 'a', 'not-too-subtle', 'swipe', 'at', 'Dean', 'he', 'predicted', 'Americans', 'would', 'not', 'elect', 'a', 'Democrat', '``', 'who', 'sounds', 'an', 'uncertain', 'trumpet', 'in', 'these', 'dangerous', 'times', ""''""]","['They', 'will', 'not', 'elect', 'as', 'president', 'a', 'Democrat', 'who', 'sounds', 'an', 'uncertain', 'trumpet', 'in', 'these', 'dangerous', 'times', ""''""]","['in', 'a', 'not-too-subtle', 'swipe', 'at', 'dean', 'he', 'predict', 'american', 'would', 'not', 'elect', 'a', 'democrat', '``', 'who', 'sound', 'an', 'uncertain', 'trumpet', 'in', 'these', 'dangerous', 'time', ""''""]","['they', 'will', 'not', 'elect', 'as', 'president', 'a', 'democrat', 'who', 'sound', 'an', 'uncertain', 'trumpet', 'in', 'these', 'dangerous', 'time', ""''""]",in a not-too-subtle swipe at dean he predict american would not elect a democrat `` who sound an uncertain trumpet in these dangerous time '',they will not elect as president a democrat who sound an uncertain trumpet in these dangerous time ''
491,"That took the benchmark 10-year note US10YT=RR down 9/32, its yield rising to 3.37 percent from 3.34 percent late on Thursday.","That saw the benchmark 10-year note US10YT=RR slip 5/32 in price, taking its yield to 3.36 percent from 3.34 percent late on Thursday.",3.417,MSRpar,"['That', 'took', 'the', 'benchmark', '10-year', 'note', 'US10YT=RR', 'down', '9/32', 'its', 'yield', 'rising', 'to', '3.37', 'percent', 'from', '3.34', 'percent', 'late', 'on', 'Thursday']","['That', 'saw', 'the', 'benchmark', '10-year', 'note', 'US10YT=RR', 'slip', '5/32', 'in', 'price', 'taking', 'its', 'yield', 'to', '3.36', 'percent', 'from', '3.34', 'percent', 'late', 'on', 'Thursday']","['that', 'take', 'the', 'benchmark', '10-year', 'note', 'us10yt=rr', 'down', '9/32', 'its', 'yield', 'rise', 'to', '3.37', 'percent', 'from', '3.34', 'percent', 'late', 'on', 'thursday']","['that', 'saw', 'the', 'benchmark', '10-year', 'note', 'us10yt=rr', 'slip', '5/32', 'in', 'price', 'take', 'its', 'yield', 'to', '3.36', 'percent', 'from', '3.34', 'percent', 'late', 'on', 'thursday']",that take the benchmark 10-year note us10yt=rr down 9/32 its yield rise to 3.37 percent from 3.34 percent late on thursday,that saw the benchmark 10-year note us10yt=rr slip 5/32 in price take its yield to 3.36 percent from 3.34 percent late on thursday
492,"The report forecasts there will be 71,079 hot spots worldwide this year, up from just 14,752 in 2002 and 1,214 in 2001.","The report also claims that there will be up to 9.3 million visitors to hot spots this year, up again from the meagre 2.5 million in 2002.",1.75,MSRpar,"['The', 'report', 'forecasts', 'there', 'will', 'be', '71,079', 'hot', 'spots', 'worldwide', 'this', 'year', 'up', 'from', 'just', '14,752', 'in', '2002', 'and', '1,214', 'in', '2001']","['The', 'report', 'also', 'claims', 'that', 'there', 'will', 'be', 'up', 'to', '9.3', 'million', 'visitors', 'to', 'hot', 'spots', 'this', 'year', 'up', 'again', 'from', 'the', 'meagre', '2.5', 'million', 'in', '2002']","['the', 'report', 'forecast', 'there', 'will', 'be', '71,079', 'hot', 'spot', 'worldwide', 'this', 'year', 'up', 'from', 'just', '14,752', 'in', '2002', 'and', '1,214', 'in', '2001']","['the', 'report', 'also', 'claim', 'that', 'there', 'will', 'be', 'up', 'to', '9.3', 'million', 'visitor', 'to', 'hot', 'spot', 'this', 'year', 'up', 'again', 'from', 'the', 'meagre', '2.5', 'million', 'in', '2002']","the report forecast there will be 71,079 hot spot worldwide this year up from just 14,752 in 2002 and 1,214 in 2001",the report also claim that there will be up to 9.3 million visitor to hot spot this year up again from the meagre 2.5 million in 2002
493,"A new study, conducted in Europe, found the medicine worked just as well as an earlier disputed study, sponsored by ImClone Systems, said it did.","Doctors concluded Erbitux, the cancer drug that enmeshed ImClone Systems in an insider trading scandal, worked just as well as an earlier company-sponsored study said it did.",2.7,MSRpar,"['A', 'new', 'study', 'conducted', 'in', 'Europe', 'found', 'the', 'medicine', 'worked', 'just', 'as', 'well', 'as', 'an', 'earlier', 'disputed', 'study', 'sponsored', 'by', 'ImClone', 'Systems', 'said', 'it', 'did']","['Doctors', 'concluded', 'Erbitux', 'the', 'cancer', 'drug', 'that', 'enmeshed', 'ImClone', 'Systems', 'in', 'an', 'insider', 'trading', 'scandal', 'worked', 'just', 'as', 'well', 'as', 'an', 'earlier', 'company-sponsored', 'study', 'said', 'it', 'did']","['a', 'new', 'study', 'conduct', 'in', 'europe', 'find', 'the', 'medicine', 'work', 'just', 'as', 'well', 'as', 'an', 'early', 'dispute', 'study', 'sponsor', 'by', 'imclone', 'system', 'say', 'it', 'do']","['doctor', 'conclude', 'erbitux', 'the', 'cancer', 'drug', 'that', 'enmesh', 'imclone', 'system', 'in', 'an', 'insider', 'trading', 'scandal', 'work', 'just', 'as', 'well', 'as', 'an', 'early', 'company-sponsored', 'study', 'say', 'it', 'do']",a new study conduct in europe find the medicine work just as well as an early dispute study sponsor by imclone system say it do,doctor conclude erbitux the cancer drug that enmesh imclone system in an insider trading scandal work just as well as an early company-sponsored study say it do
494,The bank's shares fell 45 cents in trading yesterday to $91.51 per share.,"Shares of M&T, which is based in Buffalo, fell 41 cents, to $91.51.",2.75,MSRpar,"['The', 'bank', ""'s"", 'shares', 'fell', '45', 'cents', 'in', 'trading', 'yesterday', 'to', '91.51', 'per', 'share']","['Shares', 'of', 'M', 'T', 'which', 'is', 'based', 'in', 'Buffalo', 'fell', '41', 'cents', 'to', '91.51']","['the', 'bank', ""'s"", 'share', 'fell', '45', 'cent', 'in', 'trading', 'yesterday', 'to', '91.51', 'per', 'share']","['share', 'of', 'm', 't', 'which', 'be', 'base', 'in', 'buffalo', 'fell', '41', 'cent', 'to', '91.51']",the bank 's share fell 45 cent in trading yesterday to 91.51 per share,share of m t which be base in buffalo fell 41 cent to 91.51
495,"Her lawyer Donald Levine told The Telegraph she had been offered $US250,000 to tell her story exclusively to Australian TV.","Mr Levine said she had been offered $400,000 to tell her story to an Australian TV network.",3.75,MSRpar,"['Her', 'lawyer', 'Donald', 'Levine', 'told', 'The', 'Telegraph', 'she', 'had', 'been', 'offered', 'US250,000', 'to', 'tell', 'her', 'story', 'exclusively', 'to', 'Australian', 'TV']","['Mr', 'Levine', 'said', 'she', 'had', 'been', 'offered', '400,000', 'to', 'tell', 'her', 'story', 'to', 'an', 'Australian', 'TV', 'network']","['her', 'lawyer', 'donald', 'levine', 'tell', 'the', 'telegraph', 'she', 'have', 'be', 'offer', 'us250,000', 'to', 'tell', 'her', 'story', 'exclusively', 'to', 'australian', 'tv']","['mr', 'levine', 'say', 'she', 'have', 'be', 'offer', '400,000', 'to', 'tell', 'her', 'story', 'to', 'an', 'australian', 'tv', 'network']","her lawyer donald levine tell the telegraph she have be offer us250,000 to tell her story exclusively to australian tv","mr levine say she have be offer 400,000 to tell her story to an australian tv network"
496,Perry has called lawmakers into two special sessions to address congressional redistricting.,Perry has since called two special legislative sessions to try force the redistricting plan through.,3.75,MSRpar,"['Perry', 'has', 'called', 'lawmakers', 'into', 'two', 'special', 'sessions', 'to', 'address', 'congressional', 'redistricting']","['Perry', 'has', 'since', 'called', 'two', 'special', 'legislative', 'sessions', 'to', 'try', 'force', 'the', 'redistricting', 'plan', 'through']","['perry', 'have', 'call', 'lawmaker', 'into', 'two', 'special', 'session', 'to', 'address', 'congressional', 'redistricting']","['perry', 'have', 'since', 'call', 'two', 'special', 'legislative', 'session', 'to', 'try', 'force', 'the', 'redistricting', 'plan', 'through']",perry have call lawmaker into two special session to address congressional redistricting,perry have since call two special legislative session to try force the redistricting plan through
497,"In the latest violence, insurgents threw a bomb at a U.S. convoy in northern Baghdad, killing one soldier.","Early Monday, insurgents threw a homemade bomb at a U.S. convoy in northern Baghdad, killing an American soldier.",4.111,MSRpar,"['In', 'the', 'latest', 'violence', 'insurgents', 'threw', 'a', 'bomb', 'at', 'a', 'U.S.', 'convoy', 'in', 'northern', 'Baghdad', 'killing', 'one', 'soldier']","['Early', 'Monday', 'insurgents', 'threw', 'a', 'homemade', 'bomb', 'at', 'a', 'U.S.', 'convoy', 'in', 'northern', 'Baghdad', 'killing', 'an', 'American', 'soldier']","['in', 'the', 'late', 'violence', 'insurgent', 'throw', 'a', 'bomb', 'at', 'a', 'u.s.', 'convoy', 'in', 'northern', 'baghdad', 'kill', 'one', 'soldier']","['early', 'monday', 'insurgent', 'throw', 'a', 'homemade', 'bomb', 'at', 'a', 'u.s.', 'convoy', 'in', 'northern', 'baghdad', 'kill', 'an', 'american', 'soldier']",in the late violence insurgent throw a bomb at a u.s. convoy in northern baghdad kill one soldier,early monday insurgent throw a homemade bomb at a u.s. convoy in northern baghdad kill an american soldier
498,"Consumer groups are against the changes, saying they hurt individuality in markets.","Consumer groups oppose the changes, saying they would concentrate too many outlets in too few media empires.",3.6,MSRpar,"['Consumer', 'groups', 'are', 'against', 'the', 'changes', 'saying', 'they', 'hurt', 'individuality', 'in', 'markets']","['Consumer', 'groups', 'oppose', 'the', 'changes', 'saying', 'they', 'would', 'concentrate', 'too', 'many', 'outlets', 'in', 'too', 'few', 'media', 'empires']","['consumer', 'group', 'be', 'against', 'the', 'change', 'say', 'they', 'hurt', 'individuality', 'in', 'market']","['consumer', 'group', 'oppose', 'the', 'change', 'say', 'they', 'would', 'concentrate', 'too', 'many', 'outlet', 'in', 'too', 'few', 'medium', 'empire']",consumer group be against the change say they hurt individuality in market,consumer group oppose the change say they would concentrate too many outlet in too few medium empire
499,AirTran officials and a Boeing official declined to comment yesterday.,"Trish York, a spokeswoman for Boeing, declined to comment on the deal.",4.0,MSRpar,"['AirTran', 'officials', 'and', 'a', 'Boeing', 'official', 'declined', 'to', 'comment', 'yesterday']","['Trish', 'York', 'a', 'spokeswoman', 'for', 'Boeing', 'declined', 'to', 'comment', 'on', 'the', 'deal']","['airtran', 'official', 'and', 'a', 'boeing', 'official', 'decline', 'to', 'comment', 'yesterday']","['trish', 'york', 'a', 'spokeswoman', 'for', 'boeing', 'decline', 'to', 'comment', 'on', 'the', 'deal']",airtran official and a boeing official decline to comment yesterday,trish york a spokeswoman for boeing decline to comment on the deal
